2014-05-142 15:17:25.471 习席 登录了 
2014-06-17 14:03:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:04:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:04:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:04:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:04:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:05:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:05:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:08:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:08:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:08:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:08:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:09:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:09:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:09:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:09:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:09:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:09:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:10:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:10:09| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:10:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:10:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:12:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:12:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:12:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:12:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:13:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:13:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:23:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:23:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:23:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:23:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:24:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.052 秒  
2014-06-17 14:24:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:25:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:25:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:26:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:26:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:26:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:26:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:27:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:27:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:28:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:28:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:29:33| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:29:33| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:29:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:29:53| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:30:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:30:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:30:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:30:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:31:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:31:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:31:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:31:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:32:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:32:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:33:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:33:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:33:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:33:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:37:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:37:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:37:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:37:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:38:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:38:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:40:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:40:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:41:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.1 秒  
2014-06-17 14:41:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:41:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:41:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:43:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:43:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:44:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:44:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:44:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:44:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:45:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:45:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:45:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:45:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:46:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:46:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:49:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:49:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:49:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:49:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:50:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:50:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:51:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:51:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:52:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:52:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:54:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:54:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:55:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:55:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:57:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:57:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:57:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:57:42| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:58:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:58:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-17 14:58:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 14:58:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:58:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:58:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:59:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:59:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 14:59:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 14:59:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:03:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:03:47| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:05:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:05:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:05:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:05:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:06:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:06:44| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:08:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:08:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:09:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 15:09:13| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:09:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:09:49| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.006 秒  
2014-06-17 15:10:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:10:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:11:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:11:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:11:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:11:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:12:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:12:23| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:12:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:12:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:30:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:30:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:31:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:31:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:34:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:34:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:34:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:34:54| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:48:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:48:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:48:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:48:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:48:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:48:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:49:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:49:55| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:50:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 15:50:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:50:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:50:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:51:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:51:16| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:51:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:51:45| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:53:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:53:05| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:53:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:53:30| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-17 15:53:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 15:53:56| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:54:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:54:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:55:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:55:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:55:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:55:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:56:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:56:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:56:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:56:51| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:58:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-17 15:58:03| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:58:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:58:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 15:59:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:59:00| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 15:59:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 15:59:29| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 16:00:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:00:52| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:06:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 16:06:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:22:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-17 16:22:58| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:23:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:23:50| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:24:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:24:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:25:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:25:20| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:26:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:26:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:26:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:26:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:28:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.039 秒  
2014-06-17 16:28:06| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:53:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:53:41| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:54:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:54:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:56:35| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:56:36| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 16:56:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:56:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:59:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:59:27| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:59:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 16:59:40| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:02:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:02:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:03:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:03:34| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:05:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:05:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:06:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 17:06:37| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:07:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:07:48| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:08:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:08:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:08:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:08:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:09:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 17:09:32| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:11:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:11:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:11:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 17:11:57| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:18:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.029 秒  
2014-06-17 17:18:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:18:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 17:18:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:18:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:18:59| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:20:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:20:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:20:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.011 秒  
2014-06-17 17:20:24| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:20:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:20:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:21:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:21:11| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:21:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:21:43| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:22:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:22:12| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-17 17:23:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:23:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-17 17:23:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:23:22| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:30:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:30:01| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:38:07| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-17 17:38:08| 耗时com.app.ea.api.ImpEa.getUserbyAccount("admin",)耗时0.002 秒  
2014-06-19 10:11:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.015 秒  
2014-06-19 10:11:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-19 10:12:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.006 秒  
2014-06-19 10:12:28| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-19 10:14:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-19 10:14:18| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-19 10:14:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-19 10:14:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-19 11:15:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-19 11:15:39| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.001 秒  
2014-06-19 11:16:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-19 11:16:26| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 10:24:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.015 秒  
2014-06-20 10:24:15| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 10:39:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 10:39:38| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 10:43:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-20 10:43:25| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 10:50:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.0 秒  
2014-06-20 10:50:14| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.01 秒  
2014-06-20 10:51:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.004 秒  
2014-06-20 10:51:21| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
2014-06-20 10:57:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.003 秒  
2014-06-20 10:57:46| 耗时com.app.ea.api.ImpEa.getAllUser()耗时0.002 秒  
